QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
Break Into Zatwor,Break Into Zatwor,Aug 21 2015,0,0,1,0,0,1,3,623,1,9,279785,13840,198719,11665,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99
The Rise of Chubtan,The Rise of Chubtan,Jan 21 2016,0,0,1,0,0,2,1,0,1,5,2152,1214,1338,1170,10,10,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
InCell VR,InCell VR,Sep 3 2015,0,0,1,0,0,1,0,147,1,10,95593,8091,39278,5187,7,7,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False, ,0.0,0.0
The Rose and I,The Rose and I,Apr 5 2016,0,0,3,0,0,1,0,109,1,5,88061,7766,26185,4235,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False, ,0.0,0.0
Rogue State,Rogue State,Oct 16 2015,0,0,1,1,66,1,1,150,1,13,16859,3398,12016,2869,22,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,12.99,3.89
Secret Of Magia,Secret Of Magia,Aug 21 2015,0,0,1,0,0,1,2,406,1,5,195132,11559,123751,9206,5,5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,USD,2.99,0.5
VERSUS: The Lost Ones,VERSUS: The Lost Ones,Aug 21 2015,0,1,1,1,0,1,1,149,1,5,4484,1752,3946,1644,86,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,3.99,3.99
World's Fastest Pizza,Worlds Fastest Pizza,Mar 15 2016,0,0,1,0,0,2,1,0,1,34,1605,1281,535,740,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,USD,2.99,2.99
Masochisia,Masochisia,Oct 9 2015,18,0,1,0,68,1,1,165,1,10,5560,1951,3946,1644,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Tank Battle: 1944,Tank Battle: 1944,Mar 1 2016,0,0,1,0,0,1,1,0,1,5,3049,1445,1973,1162,18,10,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Bleed 2,Bleed 2,Late 2016 / Early 2017,0,0,1,0,0,1,0,0,1,12,0,0,0,0,0,0,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
LocoSoccer,LocoSoccer,Dec 9 2015,0,0,1,0,0,1,1,0,1,11,14348,3135,8609,2428,0,0,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,USD,0.99,0.99
Barbie and Her Sisters Puppy Rescue,Barbie and Her Sisters Puppy Rescue,Dec 17 2015,0,0,1,0,0,1,1,0,1,16,1435,991,1255,927,20,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,14.99,14.99
Monster High: New Ghoul in School,Monster High: New Ghoul in School,Dec 21 2015,0,0,1,0,0,1,1,0,1,6,1076,858,897,783,24,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
One-eyed Jak,One-eyed Jak,Oct 6 2015,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False, ,0.0,0.0
Battlevoid: Harbinger,Battlevoid: Harbinger,Feb 24 2016,0,0,1,1,0,1,1,306,1,12,25109,4147,19908,3693,17,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99
Fireflies,Fireflies,Sep 7 2015,0,0,1,0,0,1,1,0,1,5,5919,2013,1605,1281,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Cliffs of War: Fortress Defenders,Cliffs of War: Fortress Defenders,Nov 3 2015,0,0,1,0,0,1,1,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,6.99,6.99
CMYW,CMYW,Oct 16 2015,0,0,1,0,0,2,1,0,1,11,10402,2669,1614,1051,0,0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,3.99,3.99
Quantum Flux,Quantum Flux,Aug 21 2015,0,0,1,1,0,1,1,0,1,6,5560,1951,544,1065,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
TowerClimb,TowerClimb,Sep 22 2015,0,0,1,1,0,1,2,180,1,12,4663,1787,4304,1717,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
ACE Academy,ACE Academy,Aug 22 2016,0,0,1,0,0,1,1,279,1,9,8788,2453,6277,2073,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,USD,24.99,24.99
Tahira: Echoes of the Astral Empire,Tahira: Echoes of the Astral Empire,Aug 31 2016,0,0,1,1,0,2,1,0,1,12,1973,1162,1435,991,18,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,USD,14.99,14.99
Sol Trader,Sol Trader,Jun 6 2016,0,0,1,1,0,2,1,0,1,15,1973,1162,1435,991,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,USD,19.99,13.39
Hover Cubes: Arena,Hover Cubes: Arena,May 2 2016,0,0,1,0,0,2,1,0,1,7,0,0,0,0,29,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,USD,14.99,14.99
gShift,gShift,Aug 25 2015,0,0,1,0,0,1,1,0,1,20,8609,2428,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,0.99,0.99
EVERSPACE™,EVERSPACE(tm),Sep 14 2016,0,0,1,0,0,2,1,208,1,20,44479,5520,40354,5257,0,0,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,29.99,29.99
Dracula's Legacy,Draculas Legacy,Oct 22 2015,0,0,2,0,0,1,1,400,1,8,71919,7018,50218,5865,16,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
12 Labours of Hercules IV: Mother Nature,12 Labours of Hercules IV: Mother Nature (Platinum Edition),Dec 25 2015,0,0,2,0,0,1,1,146,1,10,33359,4780,20087,3709,22,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,2.99,2.99
Mass Destruction,Mass Destruction,Aug 24 2015,0,0,1,0,0,1,1,0,1,5,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Chronicles of the Witches and Warlocks,Chronicles of the Witches and Warlocks,Nov 18 2015,0,0,1,0,0,1,1,0,1,5,12016,2869,7353,2244,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
Over The Hills And Far Away,Over The Hills And Far Away,Sep 16 2015,0,1,1,1,0,2,1,0,1,9,5919,2013,2511,1311,8,8,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,8.99,8.99
Catyph: The Kunci Experiment,Catyph: The Kunci Experiment,May 11 2016,0,1,1,0,0,1,1,0,1,20,897,783,540,747,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Gridworld,Gridworld,Dec 24 2015,0,0,1,0,0,1,1,143,1,7,11120,2760,9506,2551,0,0,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,0.99,0.99
GRIP,GRIP,Feb 2 2016,0,0,1,0,0,3,1,501,1,13,9685,2575,9147,2503,0,0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,USD,15.99,15.99
Tidal Affair: Before The Storm,Tidal Affair: Before The Storm,Nov 24 2015,0,0,1,1,0,2,2,0,1,15,0,0,0,0,5,5,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Ironkraft - Road to Hell,Ironkraft - Road to Hell,Oct 22 2015,0,0,1,0,0,3,1,0,1,22,717,701,539,745,11,10,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,USD,9.99,9.99
Sphere III: Enchanted World,Sphere III: Enchanted World,Dec 2 2015,0,0,1,0,0,1,0,247,1,13,126441,9305,49321,5812,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True, ,0.0,0.0
Faeria,Faeria,Feb 29 2016,0,0,1,0,0,2,0,1270,1,8,422368,17001,179708,11093,0,0,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True, ,0.0,0.0
Wind Child,Wind Child,Mar 18 2016,0,0,1,0,0,1,1,0,1,5,2690,1357,1076,858,12,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,USD,3.99,3.99
MachineCraft,MachineCraft,Mar 25 2016,0,0,1,1,0,1,0,503,1,5,268128,13548,197464,11628,0,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False, ,0.0,0.0
Aurora Dusk: Steam Age,Aurora Dusk: Steam Age,Apr 28 2016,0,0,1,0,0,1,1,0,1,7,2332,1263,2332,1263,20,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,USD,9.99,9.99
Command: Northern Inferno,Command: Northern Inferno,Oct 22 2015,0,0,1,0,0,1,2,0,1,7,6815,2160,4125,1681,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,19.99,19.99
Sengoku Jidai: Shadow of the Shogun,Sengoku Jidai: Shadow of the Shogun,May 19 2016,0,0,1,8,76,4,1,0,1,15,1614,1051,1435,991,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,29.99,29.99
Deliverance,Deliverance,Aug 31 2015,0,0,1,0,0,1,1,0,1,8,0,0,0,0,10,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Kanji Training Game,Kanji Training Game,Sep 23 2015,0,0,1,0,0,1,1,0,1,7,3228,1487,1614,1051,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Troubles Land,Troubles Land,Sep 11 2015,0,0,1,0,0,1,1,0,1,13,0,0,0,0,6,6,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
A Kiss for the Petals - Remembering How We Met,A Kiss For The Petals - Remembering How We Met,Sep 25 2015,13,0,1,0,0,2,1,435,1,5,14527,3154,11478,2804,8,8,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Looterkings,Looterkings,Aug 16 2016,0,0,1,1,0,1,1,123,1,9,7353,2244,6815,2160,16,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,USD,17.99,17.99
CTU: Counter Terrorism Unit,CTU: Counter Terrorism Unit,Apr 22 2016,0,0,1,0,0,1,1,0,1,12,1435,991,897,783,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99
Little Big Adventure,Little Big Adventure - Enhanced Edition,Oct 20 2015,0,0,1,0,0,1,2,0,1,6,8071,2351,3766,1606,12,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,5.99,5.99
SimplePlanes,SimplePlanes,Dec 17 2015,0,0,1,0,67,4,1,2763,1,10,136844,9681,129132,9404,70,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,12.99,12.99
Lords of the Realm II,Lords of the Realm II,Dec 3 2015,0,0,1,0,77,1,2,180,1,7,30131,4543,21343,3823,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,2.99,2.99
Magician's Apprentice,Magicians Apprentice,Nov 9 2015,0,0,1,0,0,1,1,0,1,9,2690,1357,1255,927,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,USD,9.99,9.99
Space Food Truck,Space Food Truck,Mar 25 2016,0,0,1,0,0,1,1,0,1,17,8429,2403,7891,2325,27,10,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,13.39
HueBots,HueBots,Aug 26 2015,0,0,1,0,0,1,1,0,1,5,0,0,0,0,30,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,4.99,4.99
Hoyle Official Card Games Collection,Hoyle Official Card Games,Nov 18 2015,0,0,1,0,0,1,1,0,1,5,2152,1214,1973,1162,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,19.99,19.99
Zoombinis,Zoombinis,Oct 28 2015,0,0,1,0,0,1,1,209,1,26,20984,3791,18114,3522,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Lost Legends: The Weeping Woman Collector's Edition,Lost Legends: The Weeping Woman Collectors Edition,Oct 21 2015,0,0,1,0,0,1,1,0,1,20,8609,2428,1435,991,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,14.99,14.99
The Jackbox Party Pack 2,The Jackbox Party Pack 2,Oct 13 2015,0,0,1,0,0,6,1,219,1,20,187062,11318,123393,9193,20,10,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,24.99,24.99
Labyronia RPG 2,Labyronia RPG 2,Aug 28 2015,0,0,1,0,0,1,2,299,1,6,258801,13311,126441,9305,6,6,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,USD,1.99,1.99
Shmadow,Shmadow,Nov 3 2015,0,0,1,0,0,1,1,175,1,6,26902,4293,15783,3288,8,8,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Moonbase 332,Moonbase 332,Sep 18 2015,0,0,1,0,0,2,1,0,1,7,12375,2911,6636,2132,8,8,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
GooCubelets,GooCubelets,Sep 1 2015,0,0,1,0,0,1,3,765,1,15,349911,15476,240508,12832,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,0.51
Nulldrifters,Nulldrifters,Dec 14 2015,0,0,1,0,0,1,1,0,1,5,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,1.99,1.99
Behind You,Behind You,Jun 18 2016,0,0,2,0,0,1,1,0,1,5,0,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,USD,16.99,16.99
Run Run And Die,Run Run And Die,Sep 11 2015,0,0,1,0,0,1,1,0,0,18,27261,4321,1255,927,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99
Hyperspace Invaders II: Pixel Edition,Hyperspace Invaders II: Pixel Edition,Sep 4 2015,0,0,1,0,0,1,1,279,1,6,29413,4488,12196,2890,18,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Urizen Shadows of the Cold,Urizen Shadows of the Cold,Aug 31 2015,0,0,1,0,0,2,1,0,1,12,35153,4907,20625,3759,29,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Romance of the Three Kingdoms Maker,Romance of the Three Kingdoms Maker / San Guo Zhi tsukuru,Dec 9 2015,0,0,1,11,0,1,2,0,1,9,118191,8997,14707,3174,0,0,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,9.99,9.99
Hylics,Hylics,Oct 2 2015,0,0,1,0,0,1,1,131,1,10,5919,2013,4125,1681,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,2.99,2.99
Meridian: Age of Invention,Meridian: Age of Invention,Sep 30 2015,0,0,1,0,0,1,1,0,1,8,23674,4027,13989,3095,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
A Wise Use of Time,A Wise Use of Time,Sep 4 2015,0,1,1,0,0,1,1,0,1,5,4663,1787,3587,1567,38,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,3.99,3.99
BattleQuiz,BattleQuiz,Sep 3 2015,0,0,1,0,0,1,1,0,1,5,1076,858,539,745,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
Super Bomb Rush!,Super Bomb Rush!,Feb 2 2016,0,1,1,1,0,1,1,0,1,6,8429,2403,1081,1057,27,10,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,USD,7.99,7.99
Let's Sing 2016,Lets Sing 2016,Jan 21 2016,0,0,1,0,0,1,1,0,1,5,539,745,539,745,37,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,24.99,24.99
Zxill: A Legend of Time,Zxill: A Legend of Time,Sep 4 2015,0,0,2,0,0,1,1,0,1,10,2511,1311,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,USD,6.99,6.99
Car Mechanic Manager,Car Mechanic Manager,Sep 23 2015,0,0,1,0,0,1,1,0,1,8,2690,1357,897,783,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Carnivore Land,Carnivore Land,Mar 9 2016,0,0,1,0,0,2,1,0,1,13,539,745,539,745,14,10,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Arcane Sorcery,Arcane Sorcery,Sep 15 2015,0,0,1,0,0,2,1,0,1,5,17397,3452,10761,2715,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,6.99,6.99
No Time To Live,No Time To Live,Sep 30 2015,0,0,1,0,0,1,1,0,1,5,3228,1487,1973,1162,9,9,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,USD,1.99,1.99
Mystery Expedition: Prisoners of Ice,Mystery Expedition: Prisoners of Ice,Nov 9 2015,0,0,1,0,0,1,1,0,1,9,1435,991,1077,1053,31,4,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,6.99,6.99
Abandoned: Chestnut Lodge Asylum,Abandoned: Chestnut Lodge Asylum,Sep 24 2015,0,0,1,0,0,1,1,0,1,10,2332,1263,1435,991,27,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,6.99,6.99
Invasion,Invasion,Sep 18 2015,0,0,1,0,0,1,1,278,1,7,127518,9345,45555,5586,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Woof Blaster,Woof Blaster,Sep 22 2015,0,0,1,0,0,1,0,0,1,6,62234,6529,8071,2351,14,10,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Little Big Adventure 2,Little Big Adventure 2,Oct 20 2015,0,0,1,0,0,1,2,0,1,8,12016,2869,3766,1606,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,3.99,3.99
Colony Assault,Colony Assault,Dec 15 2015,0,0,1,0,0,1,1,0,1,14,539,745,0,0,35,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,USD,2.99,1.49
Protoshift,Protoshift,Jan 15 2016,0,0,1,1,0,1,1,0,1,14,12375,2911,7712,2298,10,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99
Highschool Romance,Highschool Romance,Nov 18 2015,15,0,1,0,0,1,1,330,1,10,26902,4293,20446,3742,4,4,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Reigning Cats,Reigning Cats,Aug 28 2015,0,0,1,0,0,1,1,0,1,11,3946,1644,1255,927,22,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,USD,4.99,4.99
Ace of Protectors,Ace of Protectors,Jun 27 2016,0,0,1,0,0,0,1,0,1,6,10402,2669,7533,2271,47,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,1.99,1.99
Shapes of Gray,Shapes of Gray,Sep 23 2015,0,0,1,0,0,1,1,0,1,5,3049,1445,2152,1214,23,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
Evochron Legacy,Evochron Legacy,Jan 18 2016,0,0,1,0,0,1,1,171,1,16,10223,2646,9147,2503,8,8,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,24.99,24.99
Euclidean,Euclidean,Sep 25 2015,0,0,1,0,62,1,1,133,1,6,9326,2527,6815,2160,13,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
BlackShadows,BlackShadows,Sep 11 2015,0,0,1,0,0,1,1,121,0,7,50397,5875,2690,1357,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
eMedia Interactive Rock Guitar,eMedia Interactive Rock Guitar,Mar 7 2016,0,0,1,0,0,1,1,0,1,5,0,0,0,0,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,29.99,29.99
Moonstrider,Moonstrider,Sep 30 2015,0,0,1,0,0,1,1,0,1,5,0,0,0,0,16,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,USD,11.99,11.99
Eyestorm,Eyestorm,Aug 26 2016,0,0,1,0,0,1,1,0,1,10,533,1044,533,1044,25,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,USD,6.99,6.99
Absent,Absent,Aug 31 2015,0,0,1,0,0,1,0,165,1,9,91827,7930,24750,4117,6,6,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False, ,0.0,0.0
Mooch,Mooch,Sep 7 2015,0,0,1,0,0,1,1,109,1,10,1255,927,1076,858,30,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Louie Cooks,Louie Cooks,Nov 10 2015,0,0,1,0,0,1,1,0,1,7,3408,1527,2140,1480,12,10,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
